conversation_root_id,customer_tweet_id,customer_text,brand_tweet_id,brand_text,created_at,brand_author_id,candidate_intent,gold_intent,gold_escalation,label_source,label_notes
215970,215970,"@AmazonHelp Send me the link to share details. N trust me, if no results within 72hrs, I will screw @AmazonHelp  officially n royally.",215972,@167356 Kindly fill in your details here: https://t.co/GIJyeYqKE0 and I'll look into it. ^NR,Wed Nov 22 19:00:43 +0000 2017,AmazonHelp,order_status,,,human_required,
176465,176465,"@115821 Your site isn't responding, is it down?
#BlackFriday #Retail #technology",176464,@157518 We're not seeing any current issues with our site! What device are you accessing it from? ^JM,Sat Nov 25 00:16:29 +0000 2017,AmazonHelp,order_status,,,human_required,
247035,247035,"@115850 2nd time my delivery attempted. Whole day they cudnt come, come when it rains n say we attempted delivery. Amazon losing sheen",247034,@174679 Apologies for the delay. Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll sort this out for you. ^PB,Thu Oct 05 15:22:43 +0000 2017,AmazonHelp,other,,,human_required,
23183,23183,@AmazonHelp Oui j’attends un mail de remboursement qui n’est jamais arrivé,23184,"@121049 D'accord, Veuillez nous tenir informés si vous avez reçu l'email de remboursement.",Wed Nov 01 09:34:40 +0000 2017,AmazonHelp,other,,,human_required,
36483,36483,"Amazon didn't even ship my in stock tools, until 11 days after I ordered. 9 days after it was promised to arrive. Wtf @AmazonHelp?",36480,@123957 I'm sorry we missed our mark. Did you receive an e-mail about a delay? Have you called to report this? ^CO,Wed Nov 01 14:04:14 +0000 2017,AmazonHelp,other,,,human_required,
36515,36515,"@AmazonHelp The page has changed, some songs are available to play in Music, but I still can't order the album. Please, I want to give you money.",36516,@123962 The status of purchase of the full album will change as soon as it's available. Please keep checking. ^EM,Wed Nov 01 17:36:45 +0000 2017,AmazonHelp,other,,,human_required,
180153,180153,@AmazonHelp 恋人が来るのを待つように待っていてしまいました😄 https://t.co/NQ0Um39ZRH,180155,@158391 （´-`）.｡oO ( 待ち構えてる感、すごくわかります・・・　猫ちゃんも一緒に待ってていただいたみたいですね😆😆 )HM,Wed Oct 04 11:27:55 +0000 2017,AmazonHelp,other,,,human_required,
264968,264968,"@115821 i ordered a book yesterday for a few dollars extra expecting same day delivery, still haven't received anything. DM me let's talk",264967,"@179124 With Twitter, we have no way to access account info. Have we missed our expected delivery date here: https://t.co/Y5jpI9gRhE ? ^JE",Thu Oct 05 23:00:52 +0000 2017,AmazonHelp,other,,,human_required,
136895,136895,"@AmazonHelp Thank you for this insight .... But still it doesn't change the fact that none that I know of, has ever won anything in these contests :(",136893,"@146877 We don't intend to let you down, ever. We would rather wish you the very best for the upcoming one. ^CB",Fri Nov 24 10:03:15 +0000 2017,AmazonHelp,other,,,human_required,
191756,191756,Can @115850 explain why this shoe is priced Rs 4999 when MRP is only Rs 3999? BTW @82577 is offering it Is 3299. https://t.co/8bWMgDAWmb,191755,"@161061 and our efforts to offer you the lowest price, may result in fluctuations in our prices over time. (2/2) ^CB",Wed Oct 04 14:55:33 +0000 2017,AmazonHelp,other,,,human_required,
182914,182914,@AmazonHelp How many times? I raised a complaint on 15th sep!  Are u guys sleeping???,182913,"@121657 In that case, I believe we must have already got back to you on this via email. Kindly reply to our email 1/2 ^AB",Wed Oct 04 06:21:45 +0000 2017,AmazonHelp,other,,,human_required,
227695,227695,@AmazonHelp where can I direct my beef with the lack of beef 🤔,227696,@170301 Please use this link to contact the Prime Now team: https://t.co/NlJqB2FK4n    ^TD,Thu Oct 05 08:28:12 +0000 2017,AmazonHelp,other,,,human_required,
77581,77581,"Ontem tava falando que ainda ia chegar o meu produto. Hoje diz que foi entregue na terça-feira. Nem a @117086 e a transportadora diz que ta entregue, pelo rastreamento. os porteiros dizem que não entregaram nada. E ngm sabe cade a encomenda. Que beleza",77580,"@133287 Oi Maria, sinto muito o ocorrido. Poderia me informar se você já reportou esta situação com nosso Serviço ao Cliente? ^AZ",Thu Nov 30 11:56:34 +0000 2017,AmazonHelp,other,,,human_required,
77631,77631,"Ah donc @120533 chez vous une Casio c'est dans la catégorie cadeaux pour Ados ?
J'ai ça à Noël je me tue déjà rien que dans la liste de rentrée voir calculette ça m'fait mal au coeur... Ce truc est une part intégrante de mes cauchemards au lycée. https://t.co/arhHrcCVLn",77629,@133294 Reste à souhaiter maintenant que vous ne l'ayez pas en cadeau pour Noël 😄😄 Nous ne manquerons de remonter votre commentaire 🙂,Thu Nov 30 11:53:02 +0000 2017,AmazonHelp,other,,,human_required,
274902,274902,@AmazonHelp お急ぎ便のおかげで素敵な週末が過ごせそうです！ ありがとうございました！,274904,@181675 良い週末をお過ごしくださいませ(*´ー｀*)　リプライいただきありがとうございました🙇‍♀️ HM,Fri Oct 06 06:30:51 +0000 2017,AmazonHelp,other,,,human_required,
15709,15709,Purolator put my Amazon order on the wrong truck so now it's not getting her until tomorrow =(,15708,@119455 I'm very sorry for the delay. Please keep us posted on the arrival. We want to make sure you get your order. ^TN,Wed Nov 01 03:03:01 +0000 2017,AmazonHelp,other,,,human_required,
224938,224938,"@AmazonHelp Yes Everytime we report bt do nt get any solution,just get fake assurance tht it wil nt happen nxt time.Bt Shockingly happens.No improvement",224940,"@169740 In that case, please drop your details here: https://t.co/rat7AW3c42, we'll get back with an update. ^HT",Thu Oct 05 06:32:51 +0000 2017,AmazonHelp,other,,,human_required,
35933,35933,"It's not disappointing,but""IRRITATING""for me and #SHAMEFUL on @115850 I know you'll come up with just a ""SORRY"" coz it can't be delivered. https://t.co/h0MehKwyhX",35932,"@122493 As informed, as you've already shared the details, we'll look into the issue and get back to you soon. ^SU",Wed Nov 01 13:43:39 +0000 2017,AmazonHelp,other,,,human_required,
280445,280445,"I just received my copy of India's Most Fearless, can't wait to start ☺
@182822 @115850 https://t.co/186DrlBtGf",280444,@182821 Let the thrilling journey begin. ^CB,Fri Oct 06 08:38:47 +0000 2017,AmazonHelp,other,,,human_required,
133926,133926,"@AmazonHelp 
Any chance for an app of @119625 on @122609 TV? Even @5525 support will be appreciated in the mobile app...

Really hampers the viewing experience...",133925,"@146170 You can watch Prime Video on 2015, 2016 and all latest smart TVs from Samsung, Sony, and LG. We don't have any announcement about Prime Video for other living room devices, but stay tuned. ^SF",Fri Nov 24 07:22:29 +0000 2017,AmazonHelp,other,,,human_required,
74582,74582,@AmazonHelp Why do you require my Aadhar card details for your investigation? For a fraud committed by your seller why should I put my privacy at risk?,74585,@132443 We've received your details and a correspondence would be sent to you by our team. Kindly keep an eye on your inbox. ^MN,Thu Nov 30 14:45:59 +0000 2017,AmazonHelp,payment_issue,,,human_required,
169472,169472,"@AmazonHelp Mhm I haven’t received an email yet, but if I’m not mistaken if the payment was taken out of my account does that mean it’s in the shipping process or has shipped already ?",169471,@155469 Usually you will see a pending authorization when the order is placed which and then see a posted charge once the order is shipped. ^KH,Fri Nov 24 21:27:05 +0000 2017,AmazonHelp,payment_issue,,,human_required,
279373,279373,"@AmazonHelp Last email which I recvd. Bt I recvd call frm 074079 33775 n sed tht amazon nid 2 verify the Acct  detail n asked the card info, bt I denied https://t.co/aSDeEztplN",279376,"@182606 Since your account is now being looked into by our Account Specialist team, ^NR 3/4",Mon Oct 09 23:10:27 +0000 2017,AmazonHelp,payment_issue,,,human_required,
64092,64092,"@AmazonHelp Not that I can find, but the payment is taken from my account? Can I DM you my email address?",64091,"@130714 We cannot check accounts here, Sam. Can I ask has our emails been directed to your spam/junk folder please?^GA",Thu Nov 30 08:06:06 +0000 2017,AmazonHelp,payment_issue,,,human_required,
115877,115877,@AmazonHelp It’s a functional issue with your website and the Store Card that your reps keep blaming on your bank though it doesn’t have anything to do with them.,115879,@141800 Is this the Amazon Store Card or the Amazon Rewards Visa? Let us know! ^MT,Thu Nov 23 22:44:15 +0000 2017,AmazonHelp,payment_issue,,,human_required,
166487,166487,@AmazonHelp  Used Amazon chat to resolve what appeared to be a duplicate charge on two different credit cards for my Prime membership. Just wanted a refund or explanation.  Result? Had my Prime membership cancelled. WTH? Why?,166485,"@154668 I'm sorry for the unexpected charges and cancellation of your membership. When you spoke with us, did we mention refunding the charges? I realize this isn't ideal; however, we can't reinstate memberships. You may enroll once more: here https://t.co/UcTxgjtllQ ^RA",Fri Nov 24 20:18:13 +0000 2017,AmazonHelp,payment_issue,,,human_required,
11066,11066,Regretting having bought @115821 Kindle Fire Kids Edition. Every day it has some random problem I have to fix. Now saying theres no SD card.,11062,@118087 Please try to remove and reinsert the SD card following the steps here: https://t.co/ZtaYsyA9rO. Let us know how this helps! ^MB,Wed Nov 01 00:43:24 +0000 2017,AmazonHelp,payment_issue,,,human_required,
233765,233765,@12131 ICICI Gave me a @115850  gift card RS(100) which is Invalid . is It not a Joke.,233764,@171648 We would advise you to contact the vendor of the Gift Card. Do keep us posted with the outcome. ^CB,Thu Oct 05 12:21:57 +0000 2017,AmazonHelp,payment_issue,,,human_required,
64100,64100,@115850 @AmazonHelp Dear Cheats will you care to update about the below order status.. Your Amazon.in Order # 403-0745487-1392338.. I am getting no response from your end and I have already made payment from my end.. Stuck .. Not done..,64099,"@130715 I'm sorry you've not received your order. We certainly did not expect this to happen. I'd like to assist you with this. Please provide your details here: https://t.co/cllwXc2HeK. I'll look into it right away.
Please don't provide your order details, 1/2^AR",Thu Nov 30 07:06:48 +0000 2017,AmazonHelp,payment_issue,,,human_required,
218993,218993,"@AmazonHelp
why Cash on Delivery facility not available on 306401, on all products, i tried for many time but not available at payment time",218992,@168215 Sorry for the trouble. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,Wed Oct 04 16:55:52 +0000 2017,AmazonHelp,payment_issue,,,human_required,
43642,43642,"@AmazonHelp Tracking ID = 936128__credit_card__ by USPS, and no email updates. The only thing I've gotten is what I sent in a screenshot. Thanks!",43644,@125682 Mhm that is interesting! We would like to review your options in real-time. Please contact us via phone or chat here: https://t.co/hApLpMlfHN ^LS,Sun Nov 26 00:58:16 +0000 2017,AmazonHelp,payment_issue,,,human_required,
78728,78728,@115850 Amazon Pay Transaction ID: P04-8162414-8751827 was declined by Ridlr but payment of Rs.100 from Amazon Pay Balance has not been reversed yet. Pls. help.,78727,"@133562 Please don't provide your transaction details, we consider it to be personal information. Our page is visible to the public. 2/2 ^HS",Thu Nov 30 12:41:03 +0000 2017,AmazonHelp,payment_issue,,,human_required,
73502,73502,"@115830 I ordered from the UK site, now see it is in transit from the States! I purposely ordered from the UK to not get customs charges/additional VAT. What to do when I get charged?",73501,"@132435 Hi, was your order fulfilled by us or a seller?^ES",Thu Nov 30 10:37:04 +0000 2017,AmazonHelp,payment_issue,,,human_required,
284322,284322,@115821 I ordered &amp; did online payment.its not delivered to me. when I call the CS# it says its already delivered. Order 405-9931641-9996321,284321,@183722 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP,Fri Oct 06 13:10:56 +0000 2017,AmazonHelp,payment_issue,,,human_required,
256694,256694,@AmazonHelp Just that I needed to revise my listing or delete the item. The item was produced by Nintendo and optically reads video game cards.,256696,"@177044 Thanks for the additional info. Please reach our Seller Support here: https://t.co/jqusfB23dT, for avail info/options. ^JM",Fri Oct 06 02:10:52 +0000 2017,AmazonHelp,payment_issue,,,human_required,
136163,136163,"Ah, delightful. An @115830 driver has stolen the power bank I ordered by easing the box out of the external wrapping, taking the item, and putting the box back so that all I ended up with is cardboard. Most disappointing...",136162,"@146681 Hi Amanda, I'm sorry to hear about this. Could you contact us so that we can look into this further: https://t.co/oGDklGgbCZ ^PJ",Fri Nov 24 09:27:20 +0000 2017,AmazonHelp,payment_issue,,,human_required,
25004,25004,@AmazonHelp had an email saying payment has been reversed but has been taken AGAIN this morning.,25002,"@121406 Hi, sorry to hear that, please get in touch with us here: https://t.co/JzP7hlA23B we'll help ^AS",Wed Nov 01 09:24:18 +0000 2017,AmazonHelp,payment_issue,,,human_required,
130750,130750,"@115821 Hey, I ordered my $20 @2293 gift card from you on Oct. 30th, &amp; it's STILL not fulfilled yet. Still says ""out of stock."" Who's fault here, Valve or Amazon? Can I just get it sent to me, please? It's a card, guys, not a yacht. Thanks. :)",130749,"@145516 I'm sorry your item is out of stock! If you've already placed an order, we'll send an e-mail as soon as we have more information. You can find out more about item availability here: https://t.co/2LLnaQIehT. I hope this helps! ^BN",Fri Nov 24 06:49:28 +0000 2017,AmazonHelp,payment_issue,,,human_required,
179082,179082,@AmazonHelp Should I open the parcel and inspect the item first? Maybe only the parcel is damaged?,179081,"@158230 Yes, please do and please let us know how it goes! ^RL",Sat Sep 30 08:46:49 +0000 2017,AmazonHelp,product_issue,,,human_required,
56898,56898,"On call to @115830 for 4th time. None will collect damaged TV. Told @116324 will, but dimension and weight limits mean only unboxed. Mad",56895,"@128888 I'm sorry for the trouble with this! Please keep us posted on the outcome of your call, we want to ensure this is resolved! ^SB",Wed Nov 01 19:48:12 +0000 2017,AmazonHelp,product_issue,,,human_required,
180694,180694,"@AmazonHelp my order arrived damaged. given packaging by fulfillment center, awful packaging is cause. Last pic showing crystals on bottom https://t.co/vfTM1PPuFD",180690,@127260 I'm sorry for the damage. Was this order shipped or fulfilled by Amazon or was it shipped and sold by a third party? ^EM,Wed Oct 04 12:08:07 +0000 2017,AmazonHelp,product_issue,,,human_required,
179747,179747,@115850 I wish to exchange my working Dell laptop for new one.But one of the hinges of screen is broken. Is it eligible for exchange?,179751,"@158327 We'll only be able to accept the exchange, if the Used product is in working condition with its display (1/2) ^GK",Wed Oct 04 11:43:42 +0000 2017,AmazonHelp,product_issue,,,human_required,
281022,281022,A friend has received defective #OnePlus5 &amp; @115850 are refusing to replace it. Is this the level of service we should expect? 1/2,281021,@182959 Have you reported this to our support team here: https://t.co/R3EfhzgU8B? We'll definitely look into it. 2/2 ^PS,Fri Oct 06 10:11:18 +0000 2017,AmazonHelp,product_issue,,,human_required,
73460,73460,"This is what i received, broken car steering mobile holder from @115821 @AmazonHelp @115850 Order id : 402-4901639-7214711. This was unexpected from such a big brand https://t.co/ZQZ3KYMvZi",73459,"@132428 Sorry to know you've received a faulty product, Prem. You can create a return request here: https://t.co/3yqvLnyTxi. Also, please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY",Thu Nov 30 10:03:56 +0000 2017,AmazonHelp,product_issue,,,human_required,
179746,179746,@AmazonHelp Thx. The display is intact and product is working fine with Windows 10. The only thing is one hinge where is screen is attached is broken 1/,179749,"@158327 This being social media, we'll not be able to access your account via Twitter. You can request for a call (1/2)^AP",Fri Oct 06 05:43:00 +0000 2017,AmazonHelp,product_issue,,,human_required,
149305,149305,"@115850 Even after sending request so many times , no one came to receive my product which I got defective! I am really pissed off with your services!",149303,@150015 We apologize for the experience you had regarding the return of your order.  Request you to share details here: https://t.co/beaaDm0muc and we'll get back to you soon. ^VH,Fri Nov 24 14:17:16 +0000 2017,AmazonHelp,product_issue,,,human_required,
133605,133605,@115850 @115821 @AmazonHelp I received old product. Local &amp; damaged packing. No charging. Power bank torch found switch on while unpacking #ShameOnYou https://t.co/fgmuVI8ZZP,133603,@146120 That's strange. I'm sorry to hear the package came in damaged and old. This is certainly not expected of us. Have you tried returning the power bank through the returns link here https://t.co/RrKB0XdDsy? Do keep us posted. ^VM,Fri Nov 24 08:15:25 +0000 2017,AmazonHelp,product_issue,,,human_required,
180926,180926,@AmazonHelp @115850 cheating pre ordered #FIFA18 customers by giving preference to acquiring new customers. #BrokenPromises,180925,@158499 We would like to have a better understanding of the issue. Kindly elaborate your concern for us. ^CB,Wed Oct 04 12:16:23 +0000 2017,AmazonHelp,product_issue,,,human_required,
105241,105241,The @115821 delivery guy didn't even open my front gate. Just tossed my new keyboard on the concrete. If this thing is damaged... Even @118706 doesn't do stuff like that.,105240,@139241 I am so sorry for the poor experience! We would like to look into this issue with you in real-time! Please contact us here: https://t.co/XW5sEJBW3W ^LS,Thu Nov 30 18:20:36 +0000 2017,AmazonHelp,product_issue,,,human_required,
39576,39576,"@AmazonHelp I did. It keeps happening to me. I mostly buy books, and my books end up looking like old books or they come damaged.",39578,@124652 We'd like check this for you. Please fill this form: https://t.co/beaaDm0muc and we'll look into it. ^MO,Wed Nov 01 16:12:27 +0000 2017,AmazonHelp,product_issue,,,human_required,
93704,93704,"@AmazonHelp And if it does prove to be broken, how do I get a replacement in time for her birthday tomorrow morning?!? I really don’t care about future deliveries right now as I’ll be shopping elsewhere if I have nothing to give her when she wakes up tomorrow",93705,"@136312 If the telescope is damaged in any way, you would need to reach out to us via the link provided in the previous reply and we can look into what options are available. ^TE",Thu Nov 30 16:02:45 +0000 2017,AmazonHelp,product_issue,,,human_required,
30493,30493,"@AmazonHelp No. But the amazon package tape was broken, and i could see visibly where someone taped it back with their own tape",30491,"@122714 If the tape becomes damaged during transit, the shipper will sometimes re-tape a package so the contents don't fall out. ^MJ",Wed Nov 01 11:47:50 +0000 2017,AmazonHelp,product_issue,,,human_required,
57468,57468,"@AmazonHelp Another day, another bent vinyl from @115830. Do you have any quality control before sending out damaged products? https://t.co/ya9NAHI827",57466,@129034 Hey Benno! I'm sorry your vinyl came that way. You can see all refund/replacement options here: https://t.co/UM6Pb0q0lx ^AJ,Wed Nov 01 19:57:44 +0000 2017,AmazonHelp,product_issue,,,human_required,
280156,280156,@115850 My new fridge came broken. no one is replacing it and you guys took my wrking fridge! #badcustomerservice https://t.co/Xq7qknGXKs,280155,@182772 details here: https://t.co/PyFjYjGnCv and I'll get back to you on this. 2/2 ^SH,Fri Oct 06 09:31:09 +0000 2017,AmazonHelp,product_issue,,,human_required,
248603,248603,"Hi @115850, I've rcvd broken jam bottle in order#402-9826918-9096335 bcz of inappropriate packaging. The box was crushed. https://t.co/ZR0rWTLGAo",248602,@175065 team here: https://t.co/TdDksLo6Mf. (2/2) ^HD,Thu Oct 05 16:11:51 +0000 2017,AmazonHelp,product_issue,,,human_required,
281709,281709,"@AmazonHelp My subscribe &amp; save order has not been delivered, apparently it was damaged in transit, but no info on you replacing it?",281708,"@183114 Hi, I am very sorry to hear this. Please reach out to us here so we may discuss the next option: https://t.co/JzP7hlA23B ^CR",Fri Oct 06 11:28:34 +0000 2017,AmazonHelp,product_issue,,,human_required,
225008,225008,"@AmazonHelp The refund amount not yet received 

Near one month 
The amount is 72000

Will u pay the interest 5percent? https://t.co/KGxmljbbWo",225009,@169754 Let me help you out. Please drop your details here: https://t.co/kIi7xxbF1L so that we can get in touch with you. ^VM,Thu Oct 05 06:08:51 +0000 2017,AmazonHelp,refund,,,human_required,
18705,18705,"@115850 @115821 @AmazonHelp Order no 408-9297978-3842763"".
Men's Polo (8907036565225_USTS1840_M_Apricot)"".#refund not recd..been 2 weeks",18704,"@120173 Please don't provide your order details, we consider it to be personal information. Our page is visible to public. (2/2)^RI",Mon Oct 30 13:47:14 +0000 2017,AmazonHelp,refund,,,human_required,
95373,95373,"Hey @115821 , how do I avail of a refund when the item is now in the Philippines? I ordered 2 memory cards but got two lens caps.",95371,@136737 We'd love to assist you with this! Please reach out to us so that we can see about that refund for you. You can reach us here: https://t.co/hApLpMlfHN ^GP,Thu Nov 30 16:02:31 +0000 2017,AmazonHelp,refund,,,human_required,
89202,89202,"@AmazonHelp The account specialist did have a look - as long as I don't provide the details is stays locked. I will NOT provide the details, so you can keep the account and have fun with it! All I want is my giftcard money back which I'm entitled too as nothing will be ordered (ever again!)",89204,"@135293 Unfortunately we cannot pay out the value of your gift card. Please find the complete T&amp;C here: https://t.co/jYS5OWl3sZ If you cancel an order the value of the gift card will be transferred back to your Amazon account, which is why it is necessary to get it unlocked. ^LN",Thu Nov 30 14:56:20 +0000 2017,AmazonHelp,refund,,,human_required,
109876,109876,@AmazonHelp before sending checked with live chat I'd get a full refund. They said yes. I returned. Now you're saying the credits lost,109874,@140394 I'm sorry to hear we've let you down like this! I'd like a member of my team to look into this with you further: https://t.co/gbpERXx3MO Thank you! ^ML,Thu Nov 23 19:46:29 +0000 2017,AmazonHelp,refund,,,human_required,
96724,96724,"@AmazonHelp  @115821 placed an order, paid for expedited shipping. Wasn't delivered by 9PM as promised. How do I request refund of paid shipping that didn't happen? Thanks.",96723,@137107 My apologies that you didn't receive your order on time. Please visit us here for more information and further assistance: https://t.co/0wGxbfcqY8 ^RB,Thu Nov 30 16:30:17 +0000 2017,AmazonHelp,refund,,,human_required,
232386,232386,"@115850 refund reference number is : IGACBEPJL7, refund not yet received, kindly expedite @122869",232385,@171321 Have you reported this to our support team here: https://t.co/2t6DQoUmNZ ? (2/2)^HR,Thu Oct 05 11:21:37 +0000 2017,AmazonHelp,refund,,,human_required,
149246,149246,"@AmazonHelp Completed the process to get my refund. That seemed to be my only option. Not very happy with that. Would have liked an option to resend the product w/ 1 day shipping. Amazon is the one who made the error, why not make that an option and make things right ASAP?",149248,"@149998 Replacement eligibility varies by item. If a replacement is unavailable, a refund will be given. I'm sorry for any inconvenience. ^RA",Fri Nov 24 19:06:20 +0000 2017,AmazonHelp,refund,,,human_required,
133657,133657,@115850 @115821 @AmazonHelp  kindly go through all the screenshrt m sending. It hass been over 1mnth i have not got my refund 1/3. https://t.co/N6AFJ5sxUG,133656,"@146130 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. (2/2) ^VM",Fri Nov 24 08:15:01 +0000 2017,AmazonHelp,refund,,,human_required,
64169,64169,"@AmazonHelp Please do fast all u can do.
I want my refund as fast as possible.",64170,"@130732 I get that you're concerned about the refund. Be assured, we're working on it and we'll get back to you at the earliest. Appreciate your patience. ^BV",Thu Nov 30 09:39:35 +0000 2017,AmazonHelp,refund,,,human_required,
231512,231512,@AmazonHelp ORDER# 408-8885059-0678753 Product was not delivered to me but marked as delivered on the website. Amazon isn't refunding my money @12182,231511,"@171138 Please don’t provide your order details, we consider them as personal information. Our Twitter page is visible to public. ^VM",Thu Oct 05 09:55:04 +0000 2017,AmazonHelp,refund,,,human_required,
98648,98648,@115821.de Extremely disappointed and upset at how Amazon.de are refusing to honour my refund in the manner set out in emails from their own departments,98647,@137590 Did you already try to call our colleagues of our customer support? https://t.co/ohyvGrpvrY ^SK,Wed Nov 29 12:59:20 +0000 2017,AmazonHelp,refund,,,human_required,
77358,77358,@AmazonHelp I have spoken to someone over the phone. They assure me that a refund has been set up and I should see it credit my accoint in 5-7 working days.,77359,@133242 Have you received an e-mail confirmation of the refund? Please be sure to check your spam/junk folder. ^HS,Thu Nov 30 21:32:28 +0000 2017,AmazonHelp,refund,,,human_required,
197807,197807,@AmazonHelp no i cannot wait refund me,197806,@162515 I understand your concern regarding the refund. Kindly wait for the requested time frame mentioned earlier. ^AP,Wed Oct 04 13:57:20 +0000 2017,AmazonHelp,refund,,,human_required,
75997,75997,"@AmazonHelp when give my refund 
Order date

03-Oct-2017

Order #

404-4257423-7818717",75996,@133010 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public.  (2/2)^YP,Thu Nov 30 11:23:45 +0000 2017,AmazonHelp,refund,,,human_required,
24986,24986,@AmazonHelp order 406-5346056-8286767 I want a refund for the product. https://t.co/CKTsoBPMgb,24984,@121404 Sincere apologies for the mess. Please fill this form: https://t.co/beaaDm0muc so we could get this sorted soon. 1/2 ^RS,Mon Oct 23 11:03:26 +0000 2017,AmazonHelp,refund,,,human_required,
275176,275176,@AmazonHelp Am I getting my money back anytime soon?,275179,@181741 Twitter being a public platform we do not have access to your order details. Please contact us here https://t.co/vlvfJr4nN9 (1/2)^SI,Fri Oct 06 07:05:24 +0000 2017,AmazonHelp,refund,,,human_required,
183309,183309,@115850 Not satisfied with the CX experience. The price is now available at cheaper price and you're not refunding the difference amount. https://t.co/VKhDw6FJHN,183308,"@159106 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^AK 2/2",Wed Oct 04 11:57:08 +0000 2017,AmazonHelp,refund,,,human_required,
179337,179337,"@AmazonHelp Your return authorization, return mailing label and acknowledgement letter not available on the site.. Also how do I pack the return packet",179339,"@158261 Choose Reason &gt; Choose Issue &gt; Choose the mode of contact phone, e-mail or chat. (2/2) ^GK",Wed Oct 04 11:02:29 +0000 2017,AmazonHelp,return,,,human_required,
21053,21053,@AmazonHelp I did recieve an email indicating the package is being returned to the fulfillment centre. What type of nonsense is this?,21054,"@120613 If you've provided the details earlier in the link, you should've received an email from the social media team. ^NR",Thu Nov 02 20:44:17 +0000 2017,AmazonHelp,return,,,human_required,
22541,22541,@AmazonHelp They are saying that amazon took the courier scanned it and returned.. they have no idea on how the box is empty,22544,"@120924 Be assured, returns once scanned are not sent back to the customers. Please escalate this with the carrier (1/2)",Wed Nov 01 10:25:11 +0000 2017,AmazonHelp,return,,,human_required,
177340,177340,"no @115821 I don't think return shipping and repurchasing $4,000 worth of product is an appropriate solution to ""You mistakenly billed my credit card when you should of used my gift card balance"".  This seems like a simple problem to fix, without the needless shipping.",177338,"@157755 I'm sorry for any trouble you've experienced with your purchase. Once an order has shipped, we're unable to make changes to an order. You're welcome to return the item(s) at your convenience using the guidance found here: https://t.co/lojcw3FusC ^ST",Sat Nov 25 00:34:05 +0000 2017,AmazonHelp,return,,,human_required,
98581,98581,"@AmazonHelp A person call me for pick up product for return, he reached home but due to non availability of box he told with to check with company...but he neither revert not come back.... Wat is happening?",98583,"@137574 It is fine, if the originally shipped packing is not available. However, item needs to be returned with the manufacturer packing. ^KA",Fri Dec 01 08:53:52 +0000 2017,AmazonHelp,return,,,human_required,
149212,149212,"@AmazonHelp is there a completely different returns policy for items in Warehouse Deals?

Also when the description says this: ""Item in original packaging. Packaging will have cosmetic damage.""

- does it mean the products branded packaging or the outer cardboard box?",149210,"@147820 Our Warehouse Deals have the same return policy as our other items: https://t.co/W3mscvB8W9 

You can review the definition of product descriptions here: https://t.co/clf7S942F9 ^AF",Fri Nov 24 14:52:05 +0000 2017,AmazonHelp,return,,,human_required,
275834,275834,@115850 Your interns at online support are useless. A return that was scheduled on Oct 2nd is still not done after multiple follow-ups,275836,@181892 I'm sorry the item hasn't been picked. I'd like to look into the issue and assist you with it. Please provide your details 1/2 ^SH,Fri Oct 06 06:13:00 +0000 2017,AmazonHelp,return,,,human_required,
156810,156810,@AmazonHelp @152011 DEAR AMAZONE FIND THE ORDER NO.-403-79045985510732 WHAT IS ISSUE ABOUT PARCEL RETURN TO UR END AND CONTAIN MOBILE IS REC AT UR LOACTION . IN YOUR WAREHOUSE TOTALLY THIEF AND LYING STAFF.WHERE IS MY MOBILE???HOW MANY DAYS MY MOBILE GET IT BACK ON ARGENT BASIS.,156813,"@152012 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^BV",Sun Dec 03 10:19:21 +0000 2017,AmazonHelp,return,,,human_required,
288002,288002,"@115850 pick up of return package was on 9 October.
No one cares about return.
Why are u guys doing this.
Pls help",288004,@184638 Sorry for the trouble with the pick up of the order. Let us assist you further with this. (1/2)^HR,Wed Oct 11 09:48:38 +0000 2017,AmazonHelp,return,,,human_required,
43706,43706,"@AmazonHelp Hi Amazon, do you have an e-mail address I could send an e-mail to regarding a return?",43705,@125695 Thanks for reaching out to us! You can do returns here: https://t.co/Y5jpI9gRhE Please let us know if any other assistance is needed. ^MO,Sun Nov 26 00:39:15 +0000 2017,AmazonHelp,return,,,human_required,
287860,287860,@115850 I heard from seller that we need to bear the shipment. I have to pay 1200 to return 2k value product. Such pathetic service 😠,287859,@184606 We'll look into it and see what best we can do to help you. 2/2 ^EM,Fri Sep 29 08:25:20 +0000 2017,AmazonHelp,return,,,human_required,
273874,273874,"@115850 @118919 @115821 your smart phone return policy is not customer friendly, buying a smartphone online now became a headache",273873,@181442 I'm forwarding your feedback to the concerned department. We'll have this reviewed. ^ RD,Fri Oct 06 03:51:59 +0000 2017,AmazonHelp,return,,,human_required,
